주상병코드,주상병명,진료년도,수진자 주소지,연령,성별,진료건수(건),진료비(천원)
F50,식사장애,2019년,대전광역시,63세,여자,2,55
F50,식사장애,2019년,대전광역시,64세,여자,1,16
F50,식사장애,2019년,대전광역시,65세,여자,9,145
F50,식사장애,2019년,대전광역시,66세,여자,2,76
F50,식사장애,2019년,대전광역시,67세,남자,1,20
F50,식사장애,2019년,대전광역시,68세,여자,7,190
F50,식사장애,2019년,대전광역시,70세,남자,4,55
F50,식사장애,2019년,대전광역시,70세,여자,6,77
F50,식사장애,2019년,대전광역시,71세,여자,1,27
F50,식사장애,2019년,대전광역시,72세,여자,1,11
F50,식사장애,2019년,대전광역시,74세,여자,1,21
F50,식사장애,2019년,대전광역시,75세,여자,2,82
F50,식사장애,2019년,대전광역시,77세,남자,1,20
F50,식사장애,2019년,대전광역시,77세,여자,4,158
F50,식사장애,2019년,대전광역시,79세,남자,2,79
F50,식사장애,2019년,대전광역시,80세,남자,2,158
F50,식사장애,2019년,대전광역시,81세,여자,1,64
F50,식사장애,2019년,대전광역시,82세,여자,3,153
F50,식사장애,2019년,대전광역시,83세,남자,1,13
F50,식사장애,2019년,대전광역시,83세,여자,17,236
F50,식사장애,2019년,대전광역시,84세,여자,9,446
F50,식사장애,2019년,대전광역시,85세,여자,2,22
F50,식사장애,2019년,대전광역시,86세,여자,6,129
F50,식사장애,2019년,대전광역시,87세,남자,2,23
F50,식사장애,2019년,대전광역시,87세,여자,4,53
F50,식사장애,2019년,대전광역시,90세,여자,3,66
F50,식사장애,2019년,대전광역시,93세,여자,2,133
F50,식사장애,2019년,대전광역시,94세,남자,1,13
F50,식사장애,2019년,대전광역시,95세,남자,2,216
F50,식사장애,2019년,대전광역시,97세,여자,1,66
F50,식사장애,2019년,울산광역시,6세,여자,7,476
F50,식사장애,2019년,울산광역시,9세,여자,1,16
F50,식사장애,2019년,울산광역시,12세,여자,1,18
F50,식사장애,2019년,울산광역시,13세,남자,1,17
F50,식사장애,2019년,울산광역시,13세,여자,2,60
F50,식사장애,2019년,울산광역시,15세,남자,4,519
F50,식사장애,2019년,울산광역시,15세,여자,6,4702
F50,식사장애,2019년,울산광역시,16세,여자,11,641
F50,식사장애,2019년,울산광역시,17세,여자,3,46
F50,식사장애,2019년,울산광역시,18세,여자,7,4097
F50,식사장애,2019년,울산광역시,19세,남자,1,16
F50,식사장애,2019년,울산광역시,19세,여자,7,263
F50,식사장애,2019년,울산광역시,20세,여자,14,981
F50,식사장애,2019년,울산광역시,21세,여자,28,1369
F50,식사장애,2019년,울산광역시,22세,남자,5,881
F50,식사장애,2019년,울산광역시,22세,여자,24,4046
F50,식사장애,2019년,울산광역시,23세,남자,12,637
F50,식사장애,2019년,울산광역시,23세,여자,2,68
F50,식사장애,2019년,울산광역시,24세,남자,1,11
F50,식사장애,2019년,울산광역시,24세,여자,32,516
F50,식사장애,2019년,울산광역시,25세,남자,1,16
F50,식사장애,2019년,울산광역시,25세,여자,9,914
F50,식사장애,2019년,울산광역시,26세,여자,8,655
F50,식사장애,2019년,울산광역시,27세,남자,3,55
F50,식사장애,2019년,울산광역시,27세,여자,65,2464
F50,식사장애,2019년,울산광역시,28세,남자,1,16
F50,식사장애,2019년,울산광역시,28세,여자,26,1665
F50,식사장애,2019년,울산광역시,29세,여자,21,841
F50,식사장애,2019년,울산광역시,30세,남자,17,538
F50,식사장애,2019년,울산광역시,30세,여자,21,713
F50,식사장애,2019년,울산광역시,31세,남자,1,11
F50,식사장애,2019년,울산광역시,31세,여자,3,263
F50,식사장애,2019년,울산광역시,32세,여자,8,842
F50,식사장애,2019년,울산광역시,33세,남자,1,11
F50,식사장애,2019년,울산광역시,33세,여자,14,1353
F50,식사장애,2019년,울산광역시,34세,여자,1,20
F50,식사장애,2019년,울산광역시,35세,남자,2,31
F50,식사장애,2019년,울산광역시,35세,여자,10,459
F50,식사장애,2019년,울산광역시,36세,여자,7,349
F50,식사장애,2019년,울산광역시,37세,남자,1,16
F50,식사장애,2019년,울산광역시,37세,여자,3,155
F50,식사장애,2019년,울산광역시,38세,여자,3,208
F50,식사장애,2019년,울산광역시,39세,여자,3,47
F50,식사장애,2019년,울산광역시,40세,여자,30,1884
F50,식사장애,2019년,울산광역시,41세,남자,1,11
F50,식사장애,2019년,울산광역시,41세,여자,28,1063
F50,식사장애,2019년,울산광역시,42세,여자,2,35
F50,식사장애,2019년,울산광역시,44세,남자,1,20
F50,식사장애,2019년,울산광역시,44세,여자,19,752
F50,식사장애,2019년,울산광역시,45세,남자,1,11
F50,식사장애,2019년,울산광역시,45세,여자,2,24
F50,식사장애,2019년,울산광역시,46세,남자,2,27
F50,식사장애,2019년,울산광역시,46세,여자,6,128
F50,식사장애,2019년,울산광역시,47세,남자,2,16
F50,식사장애,2019년,울산광역시,47세,여자,2,33
F50,식사장애,2019년,울산광역시,48세,남자,2,22
F50,식사장애,2019년,울산광역시,48세,여자,62,5368
F50,식사장애,2019년,울산광역시,49세,남자,1,16
F50,식사장애,2019년,울산광역시,49세,여자,1,16
F50,식사장애,2019년,울산광역시,50세,남자,1,20
F50,식사장애,2019년,울산광역시,50세,여자,5,84
F50,식사장애,2019년,울산광역시,51세,여자,2,29
F50,식사장애,2019년,울산광역시,52세,남자,2,37
F50,식사장애,2019년,울산광역시,52세,여자,2,25
F50,식사장애,2019년,울산광역시,53세,남자,1,173
F50,식사장애,2019년,울산광역시,53세,여자,5,72
F50,식사장애,2019년,울산광역시,54세,남자,2,27
F50,식사장애,2019년,울산광역시,54세,여자,11,266
F50,식사장애,2019년,울산광역시,55세,남자,2,29
F50,식사장애,2019년,울산광역시,55세,여자,4,212
F50,식사장애,2019년,울산광역시,56세,남자,6,89
F50,식사장애,2019년,울산광역시,56세,여자,4,52
F50,식사장애,2019년,울산광역시,57세,남자,1,14
F50,식사장애,2019년,울산광역시,57세,여자,3,43
F50,식사장애,2019년,울산광역시,58세,남자,2,27
F50,식사장애,2019년,울산광역시,58세,여자,1,11
F50,식사장애,2019년,울산광역시,59세,남자,1,16
F50,식사장애,2019년,울산광역시,59세,여자,12,992
F50,식사장애,2019년,울산광역시,60세,남자,2,29
F50,식사장애,2019년,울산광역시,60세,여자,4,56
F50,식사장애,2019년,울산광역시,61세,남자,6,87
F50,식사장애,2019년,울산광역시,61세,여자,1,16
F50,식사장애,2019년,울산광역시,62세,남자,1,14
F50,식사장애,2019년,울산광역시,62세,여자,2,27
F50,식사장애,2019년,울산광역시,64세,남자,5,61
F50,식사장애,2019년,울산광역시,64세,여자,1,11
F50,식사장애,2019년,울산광역시,66세,남자,1,14
F50,식사장애,2019년,울산광역시,66세,여자,1,11
F50,식사장애,2019년,울산광역시,67세,남자,2,22
F50,식사장애,2019년,울산광역시,68세,남자,2,33
F50,식사장애,2019년,울산광역시,68세,여자,1,14
F50,식사장애,2019년,울산광역시,69세,남자,5,156
F50,식사장애,2019년,울산광역시,69세,여자,2,22
F50,식사장애,2019년,울산광역시,70세,남자,1,12
F50,식사장애,2019년,울산광역시,70세,여자,1,11
F50,식사장애,2019년,울산광역시,71세,여자,2,31
F50,식사장애,2019년,울산광역시,72세,남자,2,22
F50,식사장애,2019년,울산광역시,72세,여자,1,11
F50,식사장애,2019년,울산광역시,73세,남자,13,151
F50,식사장애,2019년,울산광역시,75세,남자,2,27
F50,식사장애,2019년,울산광역시,75세,여자,5,57
F50,식사장애,2019년,울산광역시,76세,남자,1,11
F50,식사장애,2019년,울산광역시,76세,여자,1,11
F50,식사장애,2019년,울산광역시,77세,남자,5,61
F50,식사장애,2019년,울산광역시,77세,여자,1,12
F50,식사장애,2019년,울산광역시,78세,여자,4,75
F50,식사장애,2019년,울산광역시,79세,남자,7,78
F50,식사장애,2019년,울산광역시,80세,남자,1,11
F50,식사장애,2019년,울산광역시,80세,여자,3,38
F50,식사장애,2019년,울산광역시,81세,남자,1,11
F50,식사장애,2019년,울산광역시,81세,여자,1,11
F50,식사장애,2019년,울산광역시,82세,남자,1,8
F50,식사장애,2019년,울산광역시,82세,여자,1,12
F50,식사장애,2019년,울산광역시,85세,여자,1,11
F50,식사장애,2019년,울산광역시,88세,여자,1,16
F50,식사장애,2019년,세종특별자치시,12세,여자,7,541
F50,식사장애,2019년,세종특별자치시,14세,여자,16,1440
F50,식사장애,2019년,세종특별자치시,15세,여자,6,468
F50,식사장애,2019년,세종특별자치시,16세,여자,10,334
F50,식사장애,2019년,세종특별자치시,17세,여자,1,16
F50,식사장애,2019년,세종특별자치시,19세,여자,5,452
F50,식사장애,2019년,세종특별자치시,21세,여자,3,142
F50,식사장애,2019년,세종특별자치시,22세,여자,1,237
F50,식사장애,2019년,세종특별자치시,23세,여자,1,33
F50,식사장애,2019년,세종특별자치시,24세,여자,1,76
F50,식사장애,2019년,세종특별자치시,26세,여자,2,175
F50,식사장애,2019년,세종특별자치시,28세,여자,5,171
F50,식사장애,2019년,세종특별자치시,29세,여자,7,221
F50,식사장애,2019년,세종특별자치시,31세,남자,1,420
F50,식사장애,2019년,세종특별자치시,34세,여자,1,2168
F50,식사장애,2019년,세종특별자치시,37세,여자,1,16
F50,식사장애,2019년,세종특별자치시,39세,남자,1,16
F50,식사장애,2019년,세종특별자치시,42세,여자,1,16
F50,식사장애,2019년,세종특별자치시,43세,여자,12,512
F50,식사장애,2019년,세종특별자치시,46세,여자,17,1949
F50,식사장애,2019년,세종특별자치시,58세,여자,6,331
F50,식사장애,2019년,세종특별자치시,59세,남자,5,151
F50,식사장애,2019년,세종특별자치시,61세,남자,2,57
F50,식사장애,2019년,세종특별자치시,70세,남자,1,16
F50,식사장애,2019년,세종특별자치시,71세,남자,2,122
F50,식사장애,2019년,세종특별자치시,72세,여자,11,890
F50,식사장애,2019년,세종특별자치시,77세,여자,1,78
F50,식사장애,2019년,세종특별자치시,79세,남자,1,819
F50,식사장애,2019년,세종특별자치시,81세,여자,1,62
F50,식사장애,2019년,세종특별자치시,82세,여자,1,15
F50,식사장애,2019년,세종특별자치시,83세,여자,1,79
F50,식사장애,2019년,세종특별자치시,84세,여자,13,1004
F50,식사장애,2019년,세종특별자치시,87세,여자,1,14
F50,식사장애,2019년,세종특별자치시,88세,여자,4,256
F50,식사장애,2019년,세종특별자치시,90세,남자,1,3027
F50,식사장애,2019년,세종특별자치시,91세,남자,2,1061
F50,식사장애,2019년,경기도,0세,남자,2,31
F50,식사장애,2019년,경기도,0세,여자,3,68
F50,식사장애,2019년,경기도,1세,여자,4,123
F50,식사장애,2019년,경기도,2세,남자,2,28
F50,식사장애,2019년,경기도,3세,남자,10,175
F50,식사장애,2019년,경기도,3세,여자,3,47
F50,식사장애,2019년,경기도,4세,남자,8,5221
F50,식사장애,2019년,경기도,4세,여자,1,0
F50,식사장애,2019년,경기도,5세,남자,1,6
F50,식사장애,2019년,경기도,5세,여자,3,81
F50,식사장애,2019년,경기도,6세,남자,4,68
F50,식사장애,2019년,경기도,7세,여자,2,158
F50,식사장애,2019년,경기도,8세,여자,1,11
F50,식사장애,2019년,경기도,9세,남자,1,16
F50,식사장애,2019년,경기도,10세,여자,13,944
F50,식사장애,2019년,경기도,11세,여자,11,2405
F50,식사장애,2019년,경기도,12세,남자,8,3154
F50,식사장애,2019년,경기도,12세,여자,46,80794
F50,식사장애,2019년,경기도,13세,남자,6,679
F50,식사장애,2019년,경기도,13세,여자,34,43398
F50,식사장애,2019년,경기도,14세,남자,11,6452
F50,식사장애,2019년,경기도,14세,여자,76,7077
F50,식사장애,2019년,경기도,15세,남자,2,33
F50,식사장애,2019년,경기도,15세,여자,119,85560
F50,식사장애,2019년,경기도,16세,남자,9,1040
F50,식사장애,2019년,경기도,16세,여자,81,23588
F50,식사장애,2019년,경기도,17세,남자,12,665
F50,식사장애,2019년,경기도,17세,여자,291,46665
F50,식사장애,2019년,경기도,18세,남자,10,489
F50,식사장애,2019년,경기도,18세,여자,183,43603
F50,식사장애,2019년,경기도,19세,남자,15,584
F50,식사장애,2019년,경기도,19세,여자,257,33981
F50,식사장애,2019년,경기도,20세,남자,2,35
F50,식사장애,2019년,경기도,20세,여자,220,38060
F50,식사장애,2019년,경기도,21세,남자,15,1072
F50,식사장애,2019년,경기도,21세,여자,229,16603
F50,식사장애,2019년,경기도,22세,남자,25,1715
F50,식사장애,2019년,경기도,22세,여자,324,38280
F50,식사장애,2019년,경기도,23세,남자,14,1074
F50,식사장애,2019년,경기도,23세,여자,339,18924
F50,식사장애,2019년,경기도,24세,남자,11,900
F50,식사장애,2019년,경기도,24세,여자,314,23494
F50,식사장애,2019년,경기도,25세,남자,18,1126
F50,식사장애,2019년,경기도,25세,여자,304,68584
F50,식사장애,2019년,경기도,26세,남자,38,1568
F50,식사장애,2019년,경기도,26세,여자,383,25502
F50,식사장애,2019년,경기도,27세,남자,6,269
F50,식사장애,2019년,경기도,27세,여자,222,15171
F50,식사장애,2019년,경기도,28세,남자,8,434
F50,식사장애,2019년,경기도,28세,여자,209,16087
F50,식사장애,2019년,경기도,29세,남자,3,130
F50,식사장애,2019년,경기도,29세,여자,187,12677
F50,식사장애,2019년,경기도,30세,남자,18,750
F50,식사장애,2019년,경기도,30세,여자,133,19844
F50,식사장애,2019년,경기도,31세,남자,20,1521
F50,식사장애,2019년,경기도,31세,여자,203,20225
F50,식사장애,2019년,경기도,32세,남자,10,450
F50,식사장애,2019년,경기도,32세,여자,236,13037
F50,식사장애,2019년,경기도,33세,남자,2,55
F50,식사장애,2019년,경기도,33세,여자,115,6623
F50,식사장애,2019년,경기도,34세,남자,5,71
F50,식사장애,2019년,경기도,34세,여자,106,5209
F50,식사장애,2019년,경기도,35세,남자,1,6
F50,식사장애,2019년,경기도,35세,여자,73,6089
F50,식사장애,2019년,경기도,36세,여자,169,8080
F50,식사장애,2019년,경기도,37세,남자,23,1187
F50,식사장애,2019년,경기도,37세,여자,134,6120
F50,식사장애,2019년,경기도,38세,남자,19,1470
F50,식사장애,2019년,경기도,38세,여자,200,8450
F50,식사장애,2019년,경기도,39세,여자,149,10126
F50,식사장애,2019년,경기도,40세,남자,9,368
F50,식사장애,2019년,경기도,40세,여자,117,14055
F50,식사장애,2019년,경기도,41세,여자,85,3783
F50,식사장애,2019년,경기도,42세,남자,24,689
F50,식사장애,2019년,경기도,42세,여자,87,5650
F50,식사장애,2019년,경기도,43세,남자,34,1699
F50,식사장애,2019년,경기도,43세,여자,27,1189
F50,식사장애,2019년,경기도,44세,남자,17,838
F50,식사장애,2019년,경기도,44세,여자,101,4442
F50,식사장애,2019년,경기도,45세,남자,17,2171
F50,식사장애,2019년,경기도,45세,여자,77,2965
F50,식사장애,2019년,경기도,46세,여자,52,2958
F50,식사장애,2019년,경기도,47세,남자,14,2226
F50,식사장애,2019년,경기도,47세,여자,50,2644
F50,식사장애,2019년,경기도,48세,남자,7,654
F50,식사장애,2019년,경기도,48세,여자,49,1906
F50,식사장애,2019년,경기도,49세,남자,1,16
F50,식사장애,2019년,경기도,49세,여자,27,885
F50,식사장애,2019년,경기도,50세,남자,5,403
F50,식사장애,2019년,경기도,50세,여자,36,1125
F50,식사장애,2019년,경기도,51세,남자,1,11
F50,식사장애,2019년,경기도,51세,여자,27,1551
F50,식사장애,2019년,경기도,52세,여자,26,672
F50,식사장애,2019년,경기도,53세,여자,11,337
F50,식사장애,2019년,경기도,54세,남자,1,20
F50,식사장애,2019년,경기도,54세,여자,36,1640
F50,식사장애,2019년,경기도,55세,남자,1,11
F50,식사장애,2019년,경기도,55세,여자,29,1588
F50,식사장애,2019년,경기도,56세,남자,3,227
F50,식사장애,2019년,경기도,56세,여자,28,850
F50,식사장애,2019년,경기도,57세,남자,1,16
F50,식사장애,2019년,경기도,57세,여자,6,113
F50,식사장애,2019년,경기도,58세,남자,1,6
F50,식사장애,2019년,경기도,58세,여자,21,1014
F50,식사장애,2019년,경기도,59세,남자,26,1143
F50,식사장애,2019년,경기도,59세,여자,41,2085
F50,식사장애,2019년,경기도,60세,남자,8,441
F50,식사장애,2019년,경기도,60세,여자,20,356
F50,식사장애,2019년,경기도,61세,남자,9,659
F50,식사장애,2019년,경기도,61세,여자,7,194
F50,식사장애,2019년,경기도,62세,남자,44,2644
F50,식사장애,2019년,경기도,62세,여자,5,214
F50,식사장애,2019년,경기도,63세,남자,11,183
F50,식사장애,2019년,경기도,63세,여자,14,186
F50,식사장애,2019년,경기도,64세,남자,4,61
F50,식사장애,2019년,경기도,64세,여자,12,869
F50,식사장애,2019년,경기도,65세,남자,7,319
F50,식사장애,2019년,경기도,65세,여자,11,281
F50,식사장애,2019년,경기도,66세,남자,10,399
F50,식사장애,2019년,경기도,66세,여자,18,305
F50,식사장애,2019년,경기도,67세,남자,11,427
F50,식사장애,2019년,경기도,67세,여자,33,2102
F50,식사장애,2019년,경기도,68세,남자,3,240
F50,식사장애,2019년,경기도,68세,여자,4,55
F50,식사장애,2019년,경기도,69세,남자,1,52
F50,식사장애,2019년,경기도,69세,여자,14,502
F50,식사장애,2019년,경기도,70세,남자,10,341
F50,식사장애,2019년,경기도,70세,여자,43,2552
F50,식사장애,2019년,경기도,71세,남자,12,798
F50,식사장애,2019년,경기도,71세,여자,11,148
F50,식사장애,2019년,경기도,72세,남자,4,128
F50,식사장애,2019년,경기도,72세,여자,19,465
F50,식사장애,2019년,경기도,73세,남자,14,531
F50,식사장애,2019년,경기도,73세,여자,27,1596
F50,식사장애,2019년,경기도,74세,남자,14,2701
F50,식사장애,2019년,경기도,74세,여자,29,1580
F50,식사장애,2019년,경기도,75세,남자,12,687
F50,식사장애,2019년,경기도,75세,여자,47,2354
F50,식사장애,2019년,경기도,76세,남자,47,2955
F50,식사장애,2019년,경기도,76세,여자,47,4690
F50,식사장애,2019년,경기도,77세,남자,27,1797
F50,식사장애,2019년,경기도,77세,여자,82,3502
F50,식사장애,2019년,경기도,78세,남자,32,2140
F50,식사장애,2019년,경기도,78세,여자,73,4689
F50,식사장애,2019년,경기도,79세,남자,29,1011
F50,식사장애,2019년,경기도,79세,여자,80,3476
F50,식사장애,2019년,경기도,80세,남자,34,2159
F50,식사장애,2019년,경기도,80세,여자,148,8443
F50,식사장애,2019년,경기도,81세,남자,43,2488
F50,식사장애,2019년,경기도,81세,여자,113,7752
F50,식사장애,2019년,경기도,82세,남자,15,1515
F50,식사장애,2019년,경기도,82세,여자,77,5651
F50,식사장애,2019년,경기도,83세,남자,60,3842
F50,식사장애,2019년,경기도,83세,여자,84,5909
F50,식사장애,2019년,경기도,84세,남자,40,3155
F50,식사장애,2019년,경기도,84세,여자,87,4961
F50,식사장애,2019년,경기도,85세,남자,3,34
F50,식사장애,2019년,경기도,85세,여자,97,6389
F50,식사장애,2019년,경기도,86세,남자,18,831
F50,식사장애,2019년,경기도,86세,여자,84,5725
F50,식사장애,2019년,경기도,87세,남자,30,2502
F50,식사장애,2019년,경기도,87세,여자,78,4568
F50,식사장애,2019년,경기도,88세,남자,4,37
F50,식사장애,2019년,경기도,88세,여자,79,6141
F50,식사장애,2019년,경기도,89세,남자,7,544
F50,식사장애,2019년,경기도,89세,여자,57,3742
F50,식사장애,2019년,경기도,90세,남자,22,770
F50,식사장애,2019년,경기도,90세,여자,123,9092
F50,식사장애,2019년,경기도,91세,남자,9,227
F50,식사장애,2019년,경기도,91세,여자,65,4144
F50,식사장애,2019년,경기도,92세,남자,1,11
F50,식사장애,2019년,경기도,92세,여자,27,1849
F50,식사장애,2019년,경기도,93세,여자,70,3075
F50,식사장애,2019년,경기도,94세,남자,4,112
F50,식사장애,2019년,경기도,94세,여자,32,2125
F50,식사장애,2019년,경기도,95세,남자,6,406
F50,식사장애,2019년,경기도,95세,여자,9,757
F50,식사장애,2019년,경기도,96세,여자,42,2476
F50,식사장애,2019년,경기도,97세,여자,29,1762
F50,식사장애,2019년,경기도,98세,여자,5,406
F50,식사장애,2019년,경기도,99세,여자,7,469
F50,식사장애,2019년,경기도,100세 이상,남자,4,340
F50,식사장애,2019년,경기도,100세 이상,여자,9,697
F50,식사장애,2019년,강원도,1세,남자,1,21
F50,식사장애,2019년,강원도,2세,여자,1,196
F50,식사장애,2019년,강원도,12세,여자,31,9566
F50,식사장애,2019년,강원도,13세,남자,1,16
F50,식사장애,2019년,강원도,14세,여자,28,10015
F50,식사장애,2019년,강원도,15세,남자,11,1362
F50,식사장애,2019년,강원도,16세,여자,30,20570
F50,식사장애,2019년,강원도,17세,여자,29,9235
F50,식사장애,2019년,강원도,18세,남자,20,1155
F50,식사장애,2019년,강원도,18세,여자,13,4141
F50,식사장애,2019년,강원도,19세,여자,32,1917
F50,식사장애,2019년,강원도,20세,여자,20,2201
F50,식사장애,2019년,강원도,21세,여자,78,5202
F50,식사장애,2019년,강원도,22세,남자,1,109
F50,식사장애,2019년,강원도,22세,여자,5,341
F50,식사장애,2019년,강원도,23세,여자,66,3196
F50,식사장애,2019년,강원도,24세,여자,13,936
F50,식사장애,2019년,강원도,25세,여자,35,2413
F50,식사장애,2019년,강원도,26세,여자,33,5774
F50,식사장애,2019년,강원도,27세,여자,13,524
F50,식사장애,2019년,강원도,28세,여자,14,702
F50,식사장애,2019년,강원도,29세,남자,1,16
F50,식사장애,2019년,강원도,29세,여자,4,214
F50,식사장애,2019년,강원도,30세,여자,18,636
F50,식사장애,2019년,강원도,31세,여자,6,247
F50,식사장애,2019년,강원도,32세,여자,4,526
F50,식사장애,2019년,강원도,33세,여자,7,160
F50,식사장애,2019년,강원도,34세,남자,1,18
F50,식사장애,2019년,강원도,34세,여자,4,115
F50,식사장애,2019년,강원도,35세,남자,7,207
F50,식사장애,2019년,강원도,35세,여자,10,3958
F50,식사장애,2019년,강원도,36세,여자,1,16
F50,식사장애,2019년,강원도,37세,여자,28,1176
F50,식사장애,2019년,강원도,38세,여자,11,155
F50,식사장애,2019년,강원도,39세,여자,1,377
F50,식사장애,2019년,강원도,40세,남자,2,27
F50,식사장애,2019년,강원도,40세,여자,7,98
F50,식사장애,2019년,강원도,41세,여자,5,76
F50,식사장애,2019년,강원도,42세,여자,14,535
F50,식사장애,2019년,강원도,43세,여자,7,401
F50,식사장애,2019년,강원도,44세,여자,10,275
F50,식사장애,2019년,강원도,45세,남자,1,16
F50,식사장애,2019년,강원도,45세,여자,9,234
F50,식사장애,2019년,강원도,46세,여자,21,417
F50,식사장애,2019년,강원도,47세,여자,13,172
F50,식사장애,2019년,강원도,48세,여자,25,2136
F50,식사장애,2019년,강원도,49세,여자,9,120
F50,식사장애,2019년,강원도,50세,남자,11,608
F50,식사장애,2019년,강원도,51세,남자,1,44
F50,식사장애,2019년,강원도,51세,여자,10,223
F50,식사장애,2019년,강원도,52세,남자,2,98
F50,식사장애,2019년,강원도,52세,여자,7,158
F50,식사장애,2019년,강원도,53세,남자,7,99
F50,식사장애,2019년,강원도,53세,여자,1,16
F50,식사장애,2019년,강원도,54세,남자,1,16
F50,식사장애,2019년,강원도,54세,여자,21,455
F50,식사장애,2019년,강원도,55세,여자,11,153
F50,식사장애,2019년,강원도,56세,남자,1,14
F50,식사장애,2019년,강원도,56세,여자,20,523
F50,식사장애,2019년,강원도,57세,남자,10,558
F50,식사장애,2019년,강원도,57세,여자,8,103
F50,식사장애,2019년,강원도,58세,여자,8,190
F50,식사장애,2019년,강원도,59세,남자,14,934
F50,식사장애,2019년,강원도,59세,여자,10,126
F50,식사장애,2019년,강원도,60세,여자,7,447
F50,식사장애,2019년,강원도,61세,여자,3,79
F50,식사장애,2019년,강원도,62세,남자,3,227
F50,식사장애,2019년,강원도,62세,여자,10,134
F50,식사장애,2019년,강원도,63세,남자,3,38
F50,식사장애,2019년,강원도,63세,여자,20,1127
F50,식사장애,2019년,강원도,64세,남자,6,76
F50,식사장애,2019년,강원도,64세,여자,2,29
F50,식사장애,2019년,강원도,65세,남자,1,61
F50,식사장애,2019년,강원도,65세,여자,4,69
F50,식사장애,2019년,강원도,66세,남자,1,16
F50,식사장애,2019년,강원도,66세,여자,6,83
F50,식사장애,2019년,강원도,67세,남자,4,94
F50,식사장애,2019년,강원도,67세,여자,13,749
F50,식사장애,2019년,강원도,68세,여자,10,148
F50,식사장애,2019년,강원도,69세,남자,10,506
F50,식사장애,2019년,강원도,69세,여자,7,399
F50,식사장애,2019년,강원도,71세,남자,12,100
F50,식사장애,2019년,강원도,71세,여자,5,63
F50,식사장애,2019년,강원도,72세,남자,4,38
F50,식사장애,2019년,강원도,72세,여자,5,59
F50,식사장애,2019년,강원도,73세,남자,4,54
F50,식사장애,2019년,강원도,73세,여자,10,559
F50,식사장애,2019년,강원도,74세,남자,2,27
F50,식사장애,2019년,강원도,74세,여자,15,3002
F50,식사장애,2019년,강원도,75세,남자,8,557
F50,식사장애,2019년,강원도,75세,여자,4,185
F50,식사장애,2019년,강원도,76세,남자,2,10
F50,식사장애,2019년,강원도,76세,여자,19,1168
F50,식사장애,2019년,강원도,77세,남자,3,168
F50,식사장애,2019년,강원도,77세,여자,2,24
F50,식사장애,2019년,강원도,78세,남자,5,339
F50,식사장애,2019년,강원도,78세,여자,26,362
F50,식사장애,2019년,강원도,79세,남자,12,685
F50,식사장애,2019년,강원도,79세,여자,31,1893
F50,식사장애,2019년,강원도,80세,남자,21,1460
F50,식사장애,2019년,강원도,80세,여자,32,2188
F50,식사장애,2019년,강원도,81세,남자,4,245
F50,식사장애,2019년,강원도,81세,여자,62,2667
F50,식사장애,2019년,강원도,82세,남자,6,77
F50,식사장애,2019년,강원도,82세,여자,62,5413
F50,식사장애,2019년,강원도,83세,남자,3,248
F50,식사장애,2019년,강원도,83세,여자,31,1783
F50,식사장애,2019년,강원도,84세,남자,14,1027
F50,식사장애,2019년,강원도,84세,여자,11,310
F50,식사장애,2019년,강원도,85세,남자,22,586
F50,식사장애,2019년,강원도,85세,여자,19,1009
F50,식사장애,2019년,강원도,86세,남자,2,22
F50,식사장애,2019년,강원도,86세,여자,33,22870
F50,식사장애,2019년,강원도,87세,여자,19,1217
F50,식사장애,2019년,강원도,88세,여자,50,2403
F50,식사장애,2019년,강원도,89세,남자,8,190
F50,식사장애,2019년,강원도,89세,여자,33,2092
F50,식사장애,2019년,강원도,90세,여자,2,24
F50,식사장애,2019년,강원도,91세,남자,8,543
F50,식사장애,2019년,강원도,91세,여자,2,10
F50,식사장애,2019년,강원도,92세,여자,4,312
F50,식사장애,2019년,강원도,93세,여자,7,424
F50,식사장애,2019년,강원도,94세,여자,20,1410
F50,식사장애,2019년,강원도,95세,남자,1,24
F50,식사장애,2019년,강원도,95세,여자,6,270
F50,식사장애,2019년,강원도,96세,남자,1,99
F50,식사장애,2019년,강원도,97세,여자,1,11
F50,식사장애,2019년,강원도,98세,여자,8,624
F50,식사장애,2019년,충청북도,0세,남자,1,18
F50,식사장애,2019년,충청북도,2세,여자,1,14
F50,식사장애,2019년,충청북도,10세,남자,1,8
F50,식사장애,2019년,충청북도,11세,여자,1,99
F50,식사장애,2019년,충청북도,12세,남자,1,8
F50,식사장애,2019년,충청북도,14세,남자,1,98
F50,식사장애,2019년,충청북도,14세,여자,11,650
F50,식사장애,2019년,충청북도,15세,여자,14,1564
F50,식사장애,2019년,충청북도,16세,남자,1,362
F50,식사장애,2019년,충청북도,16세,여자,4,109
F50,식사장애,2019년,충청북도,17세,여자,17,1882
F50,식사장애,2019년,충청북도,18세,여자,31,1878
F50,식사장애,2019년,충청북도,19세,여자,2,94
F50,식사장애,2019년,충청북도,20세,남자,2,86
F50,식사장애,2019년,충청북도,20세,여자,6,223
F50,식사장애,2019년,충청북도,21세,남자,4,144
F50,식사장애,2019년,충청북도,21세,여자,12,1040
F50,식사장애,2019년,충청북도,22세,여자,24,1038
F50,식사장애,2019년,충청북도,23세,여자,10,309
F50,식사장애,2019년,충청북도,24세,여자,29,4055
F50,식사장애,2019년,충청북도,25세,여자,20,1125
