품목,등급,단량,단위,평균가
표고버섯(생표고),8등               ,8,kg,40000
표고버섯(생표고),9등(등            ,8,kg,34000
표고버섯(생표고),특(1등            ,9,kg,70200
표고버섯(생표고),특(1등            ,10,kg,48822
표고버섯(생표고),특(1등            ,11,kg,28600
표고버섯(생표고),9등(등            ,15,kg,187500
표고버섯(생표고),없음              ,16,kg,88000
표고버섯(생표고),상(2등            ,16,kg,192000
표고버섯(생표고),4등               ,16,kg,200000
표고버섯(생표고),없음              ,17,kg,93500
표고버섯(생표고),5등               ,17,kg,89250
표고버섯(생표고),6등               ,17,kg,187000
표고버섯(생표고),7등               ,17,kg,255000
표고버섯(생표고),8등               ,17,kg,233750
표고버섯(생표고),없음              ,18,kg,108000
표고버섯(생표고),특(1등            ,18,kg,103500
표고버섯(생표고),보통(3            ,18,kg,103500
표고버섯(생표고),없음              ,19,kg,85500
표고버섯(생표고),없음              ,8,kg,31333
표고버섯(생표고),특(1등            ,8,kg,32000
표고버섯(생표고),상(2등            ,8,kg,32000
표고버섯(생표고),보통(3            ,8,kg,28000
표고버섯(생표고),4등               ,8,kg,30000
표고버섯(생표고),5등               ,8,kg,30000
표고버섯(생표고),6등               ,8,kg,32000
표고버섯(생표고),7등               ,8,kg,32000
표고버섯(생표고),8등               ,8,kg,30000
표고버섯(생표고),9등(등            ,8,kg,30000
표고버섯(생표고),상(2등            ,2,kg,20000
표고버섯(생표고),특(1등            ,9,kg,46200
표고버섯(생표고),특(1등            ,10,kg,46397
표고버섯(생표고),특(1등            ,11,kg,75900
표고버섯(생표고),상(2등            ,2,kg,13000
표고버섯(생표고),없음              ,8,kg,33333
표고버섯(생표고),특(1등            ,8,kg,34000
표고버섯(생표고),상(2등            ,8,kg,32000
표고버섯(생표고),보통(3            ,8,kg,32000
표고버섯(생표고),4등               ,8,kg,32000
표고버섯(생표고),5등               ,8,kg,32000
표고버섯(생표고),6등               ,8,kg,32000
표고버섯(생표고),7등               ,8,kg,32000
표고버섯(생표고),8등               ,8,kg,40000
표고버섯(생표고),9등(등            ,8,kg,36000
표고버섯(생표고),특(1등            ,10,kg,54500
표고버섯(생표고),특(1등            ,11,kg,81714
표고버섯(생표고),상(2등            ,2,kg,17143
표고버섯(생표고),없음              ,8,kg,38571
표고버섯(생표고),특(1등            ,8,kg,36000
표고버섯(생표고),상(2등            ,8,kg,38667
표고버섯(생표고),보통(3            ,8,kg,38667
표고버섯(생표고),4등               ,8,kg,38667
표고버섯(생표고),5등               ,8,kg,41000
표고버섯(생표고),6등               ,8,kg,38000
표고버섯(생표고),7등               ,8,kg,38000
표고버섯(생표고),8등               ,8,kg,39000
표고버섯(생표고),9등(등            ,8,kg,40000
표고버섯(생표고),없음              ,8,kg,36667
표고버섯(생표고),특(1등            ,8,kg,30000
표고버섯(생표고),상(2등            ,8,kg,32000
표고버섯(생표고),보통(3            ,8,kg,30000
표고버섯(생표고),4등               ,8,kg,32000
표고버섯(생표고),5등               ,8,kg,32000
표고버섯(생표고),6등               ,8,kg,36000
표고버섯(생표고),7등               ,8,kg,32000
표고버섯(생표고),8등               ,8,kg,34000
표고버섯(생표고),9등(등            ,8,kg,36000
표고버섯(생표고),상(2등            ,2,kg,18000
표고버섯(생표고),특(1등            ,5,kg,25000
표고버섯(생표고),상(2등            ,5,kg,25000
표고버섯(생표고),보통(3            ,5,kg,25000
표고버섯(생표고),4등               ,5,kg,22500
표고버섯(생표고),5등               ,5,kg,25000
표고버섯(생표고),없음              ,8,kg,36000
표고버섯(생표고),특(1등            ,8,kg,35000
표고버섯(생표고),상(2등            ,8,kg,35000
표고버섯(생표고),보통(3            ,8,kg,34000
표고버섯(생표고),4등               ,8,kg,36000
표고버섯(생표고),5등               ,8,kg,34000
표고버섯(생표고),6등               ,8,kg,36000
표고버섯(생표고),7등               ,8,kg,36000
표고버섯(생표고),8등               ,8,kg,36000
표고버섯(생표고),9등(등            ,8,kg,34000
표고버섯(표고버섯(일반)),특(1등            ,2,kg,14484
표고버섯(표고버섯(일반)),상(2등            ,2,kg,18000
표고버섯(표고버섯(일반)),특(1등            ,4,kg,24250
표고버섯(표고버섯(일반)),특(1등            ,8,kg,40357
표고버섯(표고버섯(일반)),특(1등            ,10,kg,55551
표고버섯(표고버섯(일반)),특(1등            ,2,kg,24000
표고버섯(표고버섯(일반)),보통(3            ,4,kg,15000
표고버섯(표고버섯(일반)),특(1등            ,8,kg,45333
표고버섯(표고버섯(일반)),특(1등            ,9,kg,45000
표고버섯(표고버섯(일반)),특(1등            ,10,kg,58507
표고버섯(표고버섯(일반)),특(1등            ,9,kg,41804
표고버섯(표고버섯(일반)),특(1등            ,10,kg,47314
표고버섯(표고버섯(일반)),특(1등            ,1,kg,10000
표고버섯(표고버섯(일반)),특(1등            ,9,kg,49500
표고버섯(표고버섯(일반)),특(1등            ,10,kg,50536
표고버섯(표고버섯(일반)),특(1등            ,11,kg,47363
표고버섯(표고버섯(일반)),특(1등            ,12,kg,55250
표고버섯(표고버섯(일반)),특(1등            ,18,kg,156273
표고버섯(표고버섯(일반)),특(1등            ,19,kg,124539
표고버섯(표고버섯(일반)),특(1등            ,2,kg,17133
표고버섯(표고버섯(일반)),상(2등            ,2,kg,13636
표고버섯(표고버섯(일반)),특(1등            ,4,kg,17500
표고버섯(표고버섯(일반)),보통(3            ,4,kg,22000
표고버섯(표고버섯(일반)),4등               ,4,kg,15167
표고버섯(표고버섯(일반)),특(1등            ,10,kg,51635
표고버섯(표고버섯(일반)),특(1등            ,17,kg,133875
표고버섯(표고버섯(일반)),특(1등            ,18,kg,145200
표고버섯(표고버섯(일반)),특(1등            ,19,kg,143293
표고버섯(표고버섯(일반)),특(1등            ,2,kg,18000
표고버섯(표고버섯(일반)),상(2등            ,2,kg,12000
표고버섯(표고버섯(일반)),특(1등            ,4,kg,26000
표고버섯(표고버섯(일반)),특(1등            ,9,kg,44250
표고버섯(표고버섯(일반)),특(1등            ,10,kg,56734
표고버섯(표고버섯(일반)),특(1등            ,2,kg,19000
표고버섯(표고버섯(일반)),상(2등            ,2,kg,13500
표고버섯(표고버섯(일반)),특(1등            ,8,kg,33750
표고버섯(표고버섯(일반)),특(1등            ,9,kg,40499
표고버섯(표고버섯(일반)),특(1등            ,10,kg,52159
표고버섯(표고버섯(일반)),특(1등            ,9,kg,45562
표고버섯(표고버섯(일반)),특(1등            ,10,kg,53819
표고버섯(표고버섯(일반)),특(1등            ,2,kg,24000
표고버섯(표고버섯(일반)),특(1등            ,8,kg,42000
표고버섯(표고버섯(일반)),특(1등            ,9,kg,46688
표고버섯(표고버섯(일반)),특(1등            ,10,kg,46369
표고버섯(표고버섯(일반)),특(1등            ,2,kg,23500
표고버섯(표고버섯(일반)),특(1등            ,8,kg,33694
표고버섯(표고버섯(일반)),특(1등            ,9,kg,43529
표고버섯(표고버섯(일반)),특(1등            ,10,kg,46554
표고버섯(표고버섯(일반)),특(1등            ,2,kg,24000
표고버섯(표고버섯(일반)),특(1등            ,4,kg,18000
표고버섯(표고버섯(일반)),특(1등            ,8,kg,33000
표고버섯(표고버섯(일반)),특(1등            ,9,kg,45676
표고버섯(표고버섯(일반)),특(1등            ,10,kg,50500
표고버섯(표고버섯(일반)),특(1등            ,2,kg,23031
표고버섯(표고버섯(일반)),상(2등            ,2,kg,10000
표고버섯(표고버섯(일반)),보통(3            ,2,kg,10000
표고버섯(표고버섯(일반)),특(1등            ,9,kg,55848
표고버섯(표고버섯(일반)),특(1등            ,10,kg,55057
표고버섯(표고버섯(일반)),특(1등            ,12,kg,63000
표고버섯(표고버섯(일반)),특(1등            ,18,kg,173250
표고버섯(표고버섯(일반)),특(1등            ,19,kg,166249
표고버섯(표고버섯(일반)),특(1등            ,2,kg,20639
표고버섯(표고버섯(일반)),상(2등            ,2,kg,16500
표고버섯(표고버섯(일반)),보통(3            ,2,kg,12500
표고버섯(표고버섯(일반)),특(1등            ,7,kg,28153
표고버섯(표고버섯(일반)),4등               ,7,kg,23620
표고버섯(표고버섯(일반)),특(1등            ,8,kg,42000
표고버섯(표고버섯(일반)),특(1등            ,9,kg,41386
표고버섯(표고버섯(일반)),특(1등            ,10,kg,51689
표고버섯(표고버섯(일반)),4등               ,10,kg,36250
표고버섯(표고버섯(일반)),특(1등            ,2,kg,24000
표고버섯(표고버섯(일반)),상(2등            ,2,kg,19500
표고버섯(표고버섯(일반)),보통(3            ,2,kg,10000
표고버섯(표고버섯(일반)),특(1등            ,4,kg,18500
표고버섯(표고버섯(일반)),특(1등            ,10,kg,46406
표고버섯(표고버섯(일반)),특(1등            ,11,kg,58393
표고버섯(표고버섯(일반)),특(1등            ,12,kg,60000
표고버섯(표고버섯(일반)),특(1등            ,18,kg,166327
표고버섯(표고버섯(일반)),특(1등            ,19,kg,167607
표고버섯(표고버섯(일반)),특(1등            ,1,kg,9452
표고버섯(표고버섯(일반)),특(1등            ,2,kg,18500
표고버섯(표고버섯(일반)),상(2등            ,2,kg,9000
표고버섯(표고버섯(일반)),4등               ,2,kg,7500
표고버섯(표고버섯(일반)),특(1등            ,4,kg,20000
표고버섯(표고버섯(일반)),특(1등            ,8,kg,30727
표고버섯(표고버섯(일반)),특(1등            ,9,kg,37829
표고버섯(표고버섯(일반)),특(1등            ,10,kg,46513
표고버섯(표고버섯(일반)),특(1등            ,4,kg,22000
표고버섯(표고버섯(일반)),특(1등            ,8,kg,2808025
표고버섯(표고버섯(일반)),특(1등            ,9,kg,41303
표고버섯(표고버섯(일반)),특(1등            ,10,kg,52368
표고버섯(표고버섯(일반)),특(1등            ,2,kg,18735
표고버섯(표고버섯(일반)),상(2등            ,2,kg,14500
표고버섯(표고버섯(일반)),보통(3            ,2,kg,10450
표고버섯(표고버섯(일반)),보통(3            ,4,kg,19000
표고버섯(표고버섯(일반)),4등               ,4,kg,13875
표고버섯(표고버섯(일반)),특(1등            ,10,kg,49083
표고버섯(표고버섯(일반)),특(1등            ,11,kg,51389
표고버섯(표고버섯(일반)),특(1등            ,12,kg,54750
표고버섯(표고버섯(일반)),특(1등            ,18,kg,175500
표고버섯(표고버섯(일반)),특(1등            ,19,kg,148359
표고버섯(표고버섯(일반)),특(1등            ,1,kg,7000
표고버섯(표고버섯(일반)),특(1등            ,2,kg,19788
표고버섯(표고버섯(일반)),상(2등            ,2,kg,15286
표고버섯(표고버섯(일반)),보통(3            ,2,kg,14125
표고버섯(표고버섯(일반)),특(1등            ,3,kg,16500
표고버섯(표고버섯(일반)),특(1등            ,4,kg,27000
표고버섯(표고버섯(일반)),상(2등            ,4,kg,21000
표고버섯(표고버섯(일반)),보통(3            ,4,kg,15000
표고버섯(표고버섯(일반)),4등               ,5,kg,20620
표고버섯(표고버섯(일반)),특(1등            ,9,kg,57813
표고버섯(표고버섯(일반)),특(1등            ,10,kg,84783
표고버섯(표고버섯(일반)),4등               ,11,kg,50880
표고버섯(표고버섯(일반)),특(1등            ,2,kg,18000
표고버섯(표고버섯(일반)),상(2등            ,2,kg,13000
표고버섯(표고버섯(일반)),특(1등            ,3,kg,18500
표고버섯(표고버섯(일반)),특(1등            ,4,kg,28528
표고버섯(표고버섯(일반)),상(2등            ,4,kg,25000
표고버섯(표고버섯(일반)),특(1등            ,9,kg,42000
표고버섯(표고버섯(일반)),특(1등            ,10,kg,68345
표고버섯(표고버섯(일반)),특(1등            ,2,kg,17273
표고버섯(표고버섯(일반)),상(2등            ,2,kg,13000
표고버섯(표고버섯(일반)),보통(3            ,2,kg,7500
표고버섯(표고버섯(일반)),특(1등            ,8,kg,36111
표고버섯(표고버섯(일반)),특(1등            ,10,kg,62396
표고버섯(표고버섯(일반)),특(1등            ,2,kg,14528
표고버섯(표고버섯(일반)),상(2등            ,2,kg,14788
표고버섯(표고버섯(일반)),보통(3            ,2,kg,13000
표고버섯(표고버섯(일반)),특(1등            ,4,kg,23667
표고버섯(표고버섯(일반)),상(2등            ,4,kg,19000
표고버섯(표고버섯(일반)),상(2등            ,8,kg,40000
표고버섯(표고버섯(일반)),보통(3            ,8,kg,40000
표고버섯(표고버섯(일반)),특(1등            ,9,kg,61198
표고버섯(표고버섯(일반)),특(1등            ,11,kg,56468
표고버섯(표고버섯(일반)),특(1등            ,17,kg,153000
표고버섯(표고버섯(일반)),특(1등            ,18,kg,150300
표고버섯(표고버섯(일반)),특(1등            ,19,kg,152000
표고버섯(표고버섯(일반)),특(1등            ,2,kg,19833
표고버섯(표고버섯(일반)),상(2등            ,2,kg,18500
표고버섯(표고버섯(일반)),보통(3            ,2,kg,11000
표고버섯(표고버섯(일반)),특(1등            ,4,kg,29333
표고버섯(표고버섯(일반)),4등               ,4,kg,17000
표고버섯(표고버섯(일반)),9등(등            ,4,kg,16000
표고버섯(표고버섯(일반)),특(1등            ,8,kg,46750
표고버섯(표고버섯(일반)),특(1등            ,9,kg,41620
표고버섯(표고버섯(일반)),특(1등            ,10,kg,57750
표고버섯(표고버섯(일반)),특(1등            ,11,kg,51291
표고버섯(표고버섯(일반)),특(1등            ,12,kg,66000
표고버섯(표고버섯(일반)),특(1등            ,17,kg,119000
표고버섯(표고버섯(일반)),특(1등            ,18,kg,153614
표고버섯(표고버섯(일반)),특(1등            ,19,kg,128251
표고버섯(표고버섯(일반)),특(1등            ,8,kg,40000
표고버섯(표고버섯(일반)),특(1등            ,9,kg,45991
표고버섯(표고버섯(일반)),특(1등            ,10,kg,67941
표고버섯(표고버섯(일반)),특(1등            ,2,kg,17647
표고버섯(표고버섯(일반)),상(2등            ,2,kg,13778
표고버섯(표고버섯(일반)),보통(3            ,2,kg,10000
표고버섯(표고버섯(일반)),4등               ,2,kg,8000
표고버섯(표고버섯(일반)),특(1등            ,4,kg,32000
표고버섯(표고버섯(일반)),보통(3            ,4,kg,15000
표고버섯(표고버섯(일반)),특(1등            ,9,kg,48563
표고버섯(표고버섯(일반)),특(1등            ,10,kg,73375
표고버섯(표고버섯(일반)),특(1등            ,1,kg,11559
표고버섯(표고버섯(일반)),특(1등            ,2,kg,19667
표고버섯(표고버섯(일반)),상(2등            ,2,kg,16667
표고버섯(표고버섯(일반)),특(1등            ,3,kg,20500
표고버섯(표고버섯(일반)),특(1등            ,4,kg,26000
표고버섯(표고버섯(일반)),보통(3            ,4,kg,14000
표고버섯(표고버섯(일반)),특(1등            ,9,kg,43554
표고버섯(표고버섯(일반)),특(1등            ,10,kg,62917
표고버섯(표고버섯(일반)),특(1등            ,11,kg,60134
표고버섯(표고버섯(일반)),특(1등            ,17,kg,152150
표고버섯(표고버섯(일반)),특(1등            ,18,kg,152400
풋고추(롱그린),특(1등            ,10,kg,95738
풋고추(롱그린),상(2등            ,10,kg,65944
풋고추(롱그린),상(2등            ,11,kg,71500
풋고추(롱그린),특(1등            ,4,kg,35000
풋고추(롱그린),특(1등            ,6,kg,55900
풋고추(롱그린),상(2등            ,9,kg,49000
풋고추(롱그린),특(1등            ,10,kg,94371
풋고추(롱그린),상(2등            ,10,kg,60000
풋고추(롱그린),특(1등            ,10,kg,87500
풋고추(롱그린),상(2등            ,10,kg,59586
풋고추(롱그린),특(1등            ,9,kg,106000
풋고추(롱그린),특(1등            ,10,kg,109775
풋고추(롱그린),상(2등            ,10,kg,75933
풋고추(롱그린),상(2등            ,12,kg,88000
풋고추(롱그린),상(2등            ,5,kg,34000
풋고추(롱그린),특(1등            ,6,kg,55000
풋고추(롱그린),특(1등            ,10,kg,93520
풋고추(롱그린),상(2등            ,10,kg,65600
풋고추(롱그린),상(2등            ,11,kg,66000
풋고추(롱그린),특(1등            ,3,kg,31000
풋고추(롱그린),상(2등            ,4,kg,30000
풋고추(롱그린),특(1등            ,10,kg,102758
풋고추(롱그린),상(2등            ,10,kg,73875
풋고추(롱그린),상(2등            ,8,kg,54400
풋고추(롱그린),특(1등            ,9,kg,94000
풋고추(롱그린),특(1등            ,10,kg,109364
풋고추(롱그린),상(2등            ,10,kg,75250
풋고추(롱그린),특(1등            ,10,kg,130000
풋고추(롱그린),상(2등            ,12,kg,80000
풋고추(롱그린),상(2등            ,4,kg,25000
풋고추(롱그린),상(2등            ,7,kg,57000
풋고추(롱그린),상(2등            ,8,kg,65000
풋고추(롱그린),특(1등            ,10,kg,142500
풋고추(롱그린),상(2등            ,10,kg,97200
풋고추(롱그린),특(1등            ,2,kg,5000
풋고추(롱그린),상(2등            ,7,kg,35000
풋고추(롱그린),9등(등            ,8,kg,15000
풋고추(롱그린),특(1등            ,10,kg,111011
풋고추(롱그린),상(2등            ,10,kg,65500
풋고추(롱그린),상(2등            ,9,kg,62000
풋고추(롱그린),특(1등            ,10,kg,116087
풋고추(롱그린),상(2등            ,10,kg,91909
풋고추(롱그린),특(1등            ,11,kg,112000
풋고추(롱그린),상(2등            ,12,kg,72000
풋고추(롱그린),상(2등            ,8,kg,64000
풋고추(롱그린),특(1등            ,10,kg,138171
풋고추(롱그린),상(2등            ,10,kg,82600
풋고추(롱그린),상(2등            ,5,kg,36000
풋고추(롱그린),상(2등            ,9,kg,113250
풋고추(롱그린),특(1등            ,10,kg,122769
풋고추(롱그린),상(2등            ,10,kg,71818
풋고추(롱그린),상(2등            ,7,kg,52000
풋고추(롱그린),특(1등            ,10,kg,110333
풋고추(롱그린),상(2등            ,10,kg,74889
풋고추(롱그린),상(2등            ,6,kg,30000
풋고추(롱그린),특(1등            ,10,kg,100794
풋고추(롱그린),상(2등            ,10,kg,68174
풋고추(롱그린),특(1등            ,11,kg,113000
풋고추(롱그린),특(1등            ,5,kg,56000
풋고추(롱그린),특(1등            ,10,kg,118209
풋고추(롱그린),상(2등            ,10,kg,76476
풋고추(롱그린),9등(등            ,10,kg,70000
풋고추(롱그린),특(1등            ,11,kg,135300
풋고추(롱그린),특(1등            ,3,kg,35000
풋고추(롱그린),상(2등            ,5,kg,34000
풋고추(롱그린),특(1등            ,10,kg,122648
풋고추(롱그린),상(2등            ,10,kg,71385
풋고추(롱그린),특(1등            ,11,kg,138000
풋고추(롱그린),상(2등            ,13,kg,84500
풋고추(롱그린),특(1등            ,10,kg,71352
풋고추(롱그린),상(2등            ,10,kg,50813
풋고추(롱그린),특(1등            ,10,kg,114720
풋고추(롱그린),상(2등            ,10,kg,75200
풋고추(롱그린),상(2등            ,11,kg,80000
풋고추(롱그린),특(1등            ,10,kg,78284
풋고추(롱그린),상(2등            ,10,kg,49857
풋고추(롱그린),특(1등            ,11,kg,80000
풋고추(롱그린),상(2등            ,11,kg,50000
풋고추(롱그린),특(1등            ,5,kg,55000
풋고추(롱그린),상(2등            ,5,kg,39000
풋고추(롱그린),특(1등            ,10,kg,114422
풋고추(롱그린),상(2등            ,10,kg,79600
풋고추(롱그린),특(1등            ,5,kg,56000
풋고추(롱그린),특(1등            ,9,kg,113000
풋고추(롱그린),상(2등            ,9,kg,67000
풋고추(롱그린),특(1등            ,10,kg,115667
풋고추(롱그린),상(2등            ,10,kg,76818
풋고추(롱그린),상(2등            ,11,kg,83000
풋고추(롱그린),상(2등            ,7,kg,18000
풋고추(롱그린),특(1등            ,8,kg,30000
풋고추(롱그린),특(1등            ,10,kg,42313
풋고추(롱그린),상(2등            ,10,kg,31063
풋고추(롱그린),상(2등            ,5,kg,18000
풋고추(롱그린),상(2등            ,7,kg,27000
풋고추(롱그린),특(1등            ,9,kg,45000
풋고추(롱그린),특(1등            ,10,kg,49825
풋고추(롱그린),상(2등            ,10,kg,36441
풋고추(롱그린),특(1등            ,10,kg,46966
풋고추(롱그린),상(2등            ,10,kg,32929
풋고추(반홍),특(1등            ,10,kg,133000
풋고추(반홍),특(1등            ,10,kg,132000
풋고추(반홍),특(1등            ,10,kg,123000
풋고추(반홍),특(1등            ,10,kg,126000
풋고추(반홍),특(1등            ,10,kg,130000
풋고추(반홍),특(1등            ,10,kg,132000
풋고추(반홍),상(2등            ,10,kg,80000
풋고추(반홍),특(1등            ,10,kg,106000
풋고추(반홍),특(1등            ,10,kg,105000
풋고추(반홍),특(1등            ,10,kg,108000
풋고추(반홍),특(1등            ,10,kg,104000
풋고추(반홍),특(1등            ,10,kg,121000
풋고추(반홍),특(1등            ,10,kg,116000
풋고추(반홍),특(1등            ,10,kg,123000
풋고추(반홍),특(1등            ,10,kg,130000
풋고추(반홍),특(1등            ,10,kg,99000
풋고추(반홍),특(1등            ,10,kg,126000
풋고추(반홍),특(1등            ,10,kg,132000
풋고추(반홍),특(1등            ,10,kg,122909
풋고추(반홍),특(1등            ,10,kg,132000
풋고추(반홍),특(1등            ,10,kg,135000
풋고추(반홍),특(1등            ,10,kg,72455
풋고추(반홍),특(1등            ,10,kg,136000
풋고추(반홍),특(1등            ,10,kg,130000
풋고추(아삭이),특(1등            ,10,kg,40000
풋고추(아삭이),특(1등            ,10,kg,93000
풋고추(아삭이),특(1등            ,10,kg,80000
풋고추(아삭이),상(2등            ,10,kg,55000
풋고추(아삭이),특(1등            ,5,kg,35000
풋고추(아삭이),특(1등            ,10,kg,70000
풋고추(오이맛고추),상(2등            ,5,kg,27000
풋고추(오이맛고추),특(1등            ,6,kg,48000
풋고추(오이맛고추),특(1등            ,10,kg,81704
풋고추(오이맛고추),상(2등            ,10,kg,58000
풋고추(오이맛고추),특(1등            ,11,kg,90000
풋고추(오이맛고추),상(2등            ,7,kg,38000
풋고추(오이맛고추),특(1등            ,10,kg,95714
풋고추(오이맛고추),상(2등            ,10,kg,70000
풋고추(오이맛고추),특(1등            ,11,kg,112200
풋고추(오이맛고추),특(1등            ,3.6,kg,30000
풋고추(오이맛고추),특(1등            ,4,kg,15000
풋고추(오이맛고추),특(1등            ,10,kg,45000
풋고추(오이맛고추),특(1등            ,10,kg,99000
풋고추(오이맛고추),상(2등            ,10,kg,74909
풋고추(오이맛고추),특(1등            ,4,kg,10000
풋고추(오이맛고추),특(1등            ,10,kg,91821
풋고추(오이맛고추),상(2등            ,10,kg,70462
풋고추(오이맛고추),특(1등            ,10,kg,105000
풋고추(오이맛고추),상(2등            ,10,kg,75000
풋고추(오이맛고추),특(1등            ,4,kg,15000
풋고추(오이맛고추),상(2등            ,6,kg,39000
풋고추(오이맛고추),특(1등            ,10,kg,117909
풋고추(오이맛고추),상(2등            ,10,kg,77000
풋고추(오이맛고추),특(1등            ,10,kg,122500
풋고추(오이맛고추),상(2등            ,10,kg,55000
풋고추(오이맛고추),특(1등            ,4,kg,20000
풋고추(오이맛고추),특(1등            ,10,kg,101246
풋고추(오이맛고추),상(2등            ,10,kg,67316
풋고추(오이맛고추),상(2등            ,11,kg,66000
풋고추(오이맛고추),특(1등            ,10,kg,145000
풋고추(오이맛고추),상(2등            ,10,kg,75000
풋고추(오이맛고추),특(1등            ,10,kg,121718
풋고추(오이맛고추),상(2등            ,10,kg,80625
풋고추(오이맛고추),특(1등            ,11,kg,130000
풋고추(오이맛고추),특(1등            ,4,kg,17500
풋고추(오이맛고추),상(2등            ,7,kg,45000
풋고추(오이맛고추),특(1등            ,10,kg,119409
풋고추(오이맛고추),특(1등            ,12,kg,124333
풋고추(오이맛고추),특(1등            ,4,kg,15000
풋고추(오이맛고추),특(1등            ,5,kg,62500
풋고추(오이맛고추),상(2등            ,5,kg,30000
풋고추(오이맛고추),특(1등            ,10,kg,119431
풋고추(오이맛고추),상(2등            ,10,kg,85500
풋고추(오이맛고추),상(2등            ,11,kg,80000
풋고추(오이맛고추),특(1등            ,3.6,kg,35000
풋고추(오이맛고추),특(1등            ,4,kg,15000
풋고추(오이맛고추),특(1등            ,10,kg,108188
풋고추(오이맛고추),상(2등            ,10,kg,76250
풋고추(오이맛고추),특(1등            ,4,kg,15000
풋고추(오이맛고추),상(2등            ,7,kg,16000
풋고추(오이맛고추),특(1등            ,9,kg,116000
풋고추(오이맛고추),특(1등            ,10,kg,127857
풋고추(오이맛고추),상(2등            ,10,kg,56000
풋고추(오이맛고추),특(1등            ,4,kg,15000
풋고추(오이맛고추),특(1등            ,10,kg,126000
풋고추(오이맛고추),상(2등            ,5,kg,30000
풋고추(오이맛고추),특(1등            ,10,kg,79556
풋고추(오이맛고추),상(2등            ,10,kg,49778
풋고추(오이맛고추),특(1등            ,11,kg,87000
풋고추(오이맛고추),상(2등            ,11,kg,52000
풋고추(오이맛고추),특(1등            ,4,kg,20000
풋고추(오이맛고추),특(1등            ,10,kg,107174
풋고추(오이맛고추),상(2등            ,10,kg,78000
풋고추(오이맛고추),특(1등            ,10,kg,73885
풋고추(오이맛고추),상(2등            ,10,kg,55000
풋고추(오이맛고추),특(1등            ,4,kg,20000
풋고추(오이맛고추),특(1등            ,10,kg,110397
풋고추(오이맛고추),상(2등            ,10,kg,75316
풋고추(오이맛고추),특(1등            ,4,kg,20000
풋고추(오이맛고추),특(1등            ,10,kg,115886
풋고추(오이맛고추),상(2등            ,10,kg,80188
풋고추(오이맛고추),특(1등            ,4,kg,12750
풋고추(오이맛고추),특(1등            ,10,kg,44065
풋고추(오이맛고추),상(2등            ,10,kg,31667
풋고추(오이맛고추),특(1등            ,1,kg,5000
풋고추(오이맛고추),특(1등            ,4,kg,18333
풋고추(오이맛고추),특(1등            ,10,kg,56250
풋고추(오이맛고추),상(2등            ,10,kg,43000
풋고추(오이맛고추),특(1등            ,4,kg,12000
풋고추(오이맛고추),상(2등            ,4,kg,12000
풋고추(오이맛고추),상(2등            ,7,kg,23100
풋고추(오이맛고추),특(1등            ,10,kg,45087
풋고추(오이맛고추),상(2등            ,10,kg,30571
풋고추(청양),특(1등            ,4,kg,64015
풋고추(청양),특(1등            ,10,kg,158304
풋고추(청양),상(2등            ,10,kg,139154
풋고추(청양),특(1등            ,2,kg,2000
풋고추(청양),특(1등            ,4,kg,62117
풋고추(청양),상(2등            ,10,kg,142714
풋고추(청양),특(1등            ,11,kg,160750
풋고추(청양),특(1등            ,3,kg,42000
풋고추(청양),특(1등            ,4,kg,60862
풋고추(청양),상(2등            ,5,kg,64000
풋고추(청양),특(1등            ,10,kg,142441
풋고추(청양),상(2등            ,10,kg,91286
풋고추(청양),보통(3            ,10,kg,18000
풋고추(청양),특(1등            ,4,kg,64108
풋고추(청양),상(2등            ,4,kg,58000
풋고추(청양),특(1등            ,10,kg,155634
풋고추(청양),상(2등            ,10,kg,145722
풋고추(청양),특(1등            ,4,kg,65510
풋고추(청양),상(2등            ,4,kg,53000
풋고추(청양),특(1등            ,6,kg,93000
풋고추(청양),특(1등            ,7,kg,109000
풋고추(청양),특(1등            ,10,kg,158260
풋고추(청양),상(2등            ,10,kg,137280
풋고추(청양),상(2등            ,11,kg,150000
풋고추(청양),특(1등            ,4,kg,70878
풋고추(청양),특(1등            ,10,kg,177458
풋고추(청양),상(2등            ,10,kg,157167
풋고추(청양),특(1등            ,4,kg,72160
풋고추(청양),특(1등            ,10,kg,176351
풋고추(청양),상(2등            ,10,kg,160150
풋고추(청양),특(1등            ,4,kg,70508
풋고추(청양),특(1등            ,10,kg,172321
풋고추(청양),상(2등            ,10,kg,146524
풋고추(청양),특(1등            ,11,kg,191000
풋고추(청양),특(1등            ,2,kg,2000
풋고추(청양),특(1등            ,4,kg,69504
풋고추(청양),특(1등            ,6,kg,100000
풋고추(청양),특(1등            ,10,kg,167705
풋고추(청양),상(2등            ,10,kg,122905
풋고추(청양),특(1등            ,12,kg,200000
풋고추(청양),특(1등            ,2,kg,2645
풋고추(청양),특(1등            ,4,kg,81478
풋고추(청양),특(1등            ,10,kg,177588
풋고추(청양),상(2등            ,10,kg,154273
풋고추(청양),특(1등            ,4,kg,69140
풋고추(청양),특(1등            ,7,kg,115000
풋고추(청양),특(1등            ,10,kg,170283
풋고추(청양),상(2등            ,10,kg,127619
풋고추(청양),특(1등            ,4,kg,63910
풋고추(청양),특(1등            ,10,kg,155019
풋고추(청양),상(2등            ,10,kg,145913
풋고추(청양),특(1등            ,4,kg,69906
풋고추(청양),특(1등            ,10,kg,166365
